Book ID,Title,Author,Authors,Author IDs,Category,Bookshelf,Language,Release Date,Most Recently Updated,Downloads,Download Link,Is Public Domain,Description,Cover URLs
55,The Wonderful Wizard of Oz by L. Frank Baum,"Baum, L. Frank (Lyman Frank), 1856-1919","Baum, L. Frank (Lyman Frank), 1856-1919",42,"45, 46, 11064, 11259, 19597, 23379, 25081, 25084, 25085, 25086, 25087, 25088, 25089, 25090"," 20, 36",English,"Feb 1, 1993","Mar 31, 2021",7915,https://www.gutenberg.org/ebooks/55.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/51jPAnjs0sL.jpg, https://m.media-amazon.com/images/I/71FPQKHSedL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61J4ehZX7bL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71hP3ud1cpL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71Sr9ipHguL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51LwmboP+mL.jpg, https://m.media-amazon.com/images/I/81d9pOjQrRL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51yGEo4ApyL.jpg, https://m.media-amazon.com/images/I/51ZLif31jEL.jpg, https://m.media-amazon.com/images/I/91hJpk7KTnL._AC_UF1000,1000_QL80_.jpg"
73866,"The motherless bairns, and who sheltered them by Anonymous",Anonymous,Anonymous,216,"88, 1414, 2496, 9898, 10997, 15736, 23090",,English,"Jun 19, 2024",No recently updated date available,816,https://www.gutenberg.org/ebooks/73866.epub.noimages,True,No description available,http://prodimage.images-bn.com/pimages/9783385332959_p0_v1_s1200x630.jpg
28054,The Brothers Karamazov by Fyodor Dostoyevsky,"Dostoyevsky, Fyodor, 1821-1881","Dostoyevsky, Fyodor, 1821-1881, Garnett, Constance, 1861-1946","314, 2858","510, 1701, 2786, 5423", 13,English,"Feb 12, 2009","Jan 22, 2023",15804,https://www.gutenberg.org/ebooks/28054.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/51Hqo1XZnrL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71OZJsgZzQL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/91ysRDFJ1BL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51oER7psoDL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71AUsdz3ZaL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71YLPpjLzKL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81Q2+mMrj0L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51P7ssZFiLL.jpg, https://m.media-amazon.com/images/I/51oTIJnjggL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71C8PoGILHL._AC_UF1000,1000_QL80_.jpg"
1260,Jane Eyre: An Autobiography by Charlotte Brontë,"Brontë, Charlotte, 1816-1855","Brontë, Charlotte, 1816-1855, Townsend, F. H. (Frederick Henry), 1868-1920","408, 9854","99, 1702, 2481, 2487, 2530, 2531, 2532, 2533, 2534, 2535, 2536",,English,"Mar 1, 1998","May 2, 2023",10631,https://www.gutenberg.org/ebooks/1260.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/91zU70Aw9IS._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51SL69b0YzL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/41NwS8OD-oL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61acw-PwPSL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61RmfGsyCrL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/616r8X27aZL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71E-w4MT91S._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51tzcNiCTiL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61qgHwuN+IS._AC_UF1000,1000_QL80_.jpg"
58585,The Prophet by Kahlil Gibran,"Gibran, Kahlil, 1883-1931","Gibran, Kahlil, 1883-1931",1813,"17644, 33106",,English,"Jan 1, 2019","Dec 23, 2021",7691,https://www.gutenberg.org/ebooks/58585.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/91DTmghvX3L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51mQfN2n15L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81xfa0a1dTL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/41-p7RHPVuL.jpg, https://m.media-amazon.com/images/I/61HIuFihIOL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51IpKlVu-kL.jpg, https://m.media-amazon.com/images/I/810ykkkpdJL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51jE9EAikuL._AC_UF1000,1000_QL80_.jpg"
17489,Les misérables Tome I: Fantine by Victor Hugo,"Hugo, Victor, 1802-1885","Hugo, Victor, 1802-1885",85,"60, 99, 2719, 3538, 5827", 313,French,"Jan 10, 2006","Oct 30, 2023",5458,https://www.gutenberg.org/ebooks/17489.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/51uN0VAEocL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71wF7qIVx+L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61iqQ58pMCS._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61umv9sr2QL._AC_UF1000,1000_QL80_.jpg, http://prodimage.images-bn.com/pimages/9781504043588_p0_v2_s1200x630.jpg, https://m.media-amazon.com/images/I/51DN+gKAFHL.jpg, https://m.media-amazon.com/images/I/41JNtC9Jw+S.jpg, https://m.media-amazon.com/images/I/61Co5FS3zUL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51MnMAyoquS._AC_UF1000,1000_QL80_.jpg"
16328,Beowulf: An Anglo-Saxon Epic Poem by J. Lesslie Hall,,"Hall, J. Lesslie (John Lesslie), 1856-1928",6638,"12338, 12339, 12340", 60,English,"Jul 19, 2005","Feb 13, 2021",6238,https://www.gutenberg.org/ebooks/16328.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/61U8NMSL4TL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51p0lTkisCL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71g1Pl44NWL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/417LbcFt6uL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61YozSKNpmL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61LsXCEotOL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61p8oCyvhWL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51Q+X7AxzyL.jpg, https://m.media-amazon.com/images/I/41QoFX2c+ZL.jpg, https://m.media-amazon.com/images/I/51sekXXbukL._AC_UF1000,1000_QL80_.jpg"
10,The King James Version of the Bible,,No authors available,No author IDs available,842, 422,English,"Aug 1, 1989","Apr 6, 2024",8797,https://www.gutenberg.org/ebooks/10.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/81M0UZtCygL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71VKexRkz7L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61Mn1uawQiL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81sNzxvgFEL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81Hl-VIz-bL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/915xSGRO4ML._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81k0j8TTT5L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71q-Z54gBpL._AC_UF1000,1000_QL80_.jpg"
6130,The Iliad by Homer,"Homer, 751? BCE-651? BCE","Homer, 751? BCE-651? BCE, Buckley, Theodore Alois, 1825-1856, Pope, Alexander, 1688-1744","705, 25301, 907","27, 697, 1209, 1210", 24,English,"Jul 1, 2004","Apr 23, 2022",11326,https://www.gutenberg.org/ebooks/6130.epub.noimages,True,No description available,No cover URLs available
25344,The Scarlet Letter by Nathaniel Hawthorne,"Hawthorne, Nathaniel, 1804-1864","Hawthorne, Nathaniel, 1804-1864, Anthony, A. V. S. (Andrew Varick Stout), 1835-1906, Foote, Mary Hallock, 1847-1938, Ipsen, Ludvig Sandöe","28, 31267, 2703, 31265","30, 60, 1703, 2430, 2538, 2560, 2602, 2629, 2680, 3265, 3266", 336,English,"May 5, 2008","Oct 19, 2021",10228,https://www.gutenberg.org/ebooks/25344.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/819Gco05V7L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61obPnPsLZL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71ENQHzz1OL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71-dru1HkuL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71mF8n3fUsL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51qYyOvaX5L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71GwJ68qG1L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81KSmI4QYhL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71GxcAJWj2L._AC_UF1000,1000_QL80_.jpg"
2542,A Doll's House : a play by Henrik Ibsen,"Ibsen, Henrik, 1828-1906","Ibsen, Henrik, 1828-1906",861,"2655, 2813, 13173, 13507", 13,English,"Mar 1, 2001","Mar 27, 2024",14598,https://www.gutenberg.org/ebooks/2542.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/51g+ID8GPoL.jpg, https://m.media-amazon.com/images/I/31roQjAG2LL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71L4UEmmhfL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71dyTLLMTsL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81wFFAYMqWL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71rMEYja2KL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81tpj0n14NL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51FC1Ome4EL.jpg, https://m.media-amazon.com/images/I/51g2zNMmMgL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71gf3Wz6HaL._AC_UF1000,1000_QL80_.jpg"
2160,The Expedition of Humphry Clinker by T. Smollett,"Smollett, T. (Tobias), 1721-1771","Smollett, T. (Tobias), 1721-1771",838,"2547, 2870, 3163"," 13, 41",English,"Apr 1, 2000","Jan 27, 2021",40989,https://www.gutenberg.org/ebooks/2160.epub.noimages,True,No description available,"https://m.media-amazon.com/images/I/91-r+5Zl7FL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71Ak20fTNDL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81yW0eJw76L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81kh34TY4SL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71W9g-YLaZL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61lAkIFq+aL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/31kW993GhIL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/81qZ1bWMiPL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51RgUTrmRnL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51ZQjoXyj2L._AC_UF1000,1000_QL80_.jpg"
